都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,13685,242370,1691,20,11521,472
青森,506,10014,103,2,395,8
岩手,394,14494,63,4,307,24
宮城,2232,24910,401,3,1815,16
秋田,146,4565,35,0,110,1
山形,397,10193,71,6,317,9
福島,983,58511,218,5,744,21
茨城,2560,18572,321,6,2201,38
栃木,1662,73728,590,10,1072,6
群馬,2412,52671,351,10,2015,46
埼玉,14937,322873,3142,61,11580,215
千葉,11683,227912,2543,17,9016,124
東京,62590,996675,10301,101,51657,632
神奈川,22480,342311,3496,74,18701,283
新潟,565,28372,120,1,445,3
富山,572,21742,55,2,491,26
石川,1105,30157,140,7,927,51
福井,359,19660,19,0,327,12
山梨,568,14525,75,3,482,11
長野,1242,48235,182,3,1057,16
岐阜,2442,66112,553,11,1851,38
静岡,2788,94030,526,7,2221,41
愛知,16905,199918,2555,40,14129,221
三重,1324,30675,167,6,1138,19
滋賀,1260,38138,261,5,986,13
京都,4803,95241,962,14,3829,53
大阪,30772,472962,3834,169,26337,601
兵庫,10236,142967,1171,51,8844,221
奈良,2108,47698,387,11,1696,25
和歌山,652,16669,64,4,570,7
鳥取,123,24313,49,1,72,0
島根,214,9344,27,2,187,0
岡山,1440,31723,384,8,762,13
広島,3466,75233,699,18,2364,41
山口,597,26760,114,3,476,3
徳島,199,15373,6,0,184,9
香川,311,24487,83,1,225,3
愛媛,484,13766,92,3,379,13
高知,687,5995,96,6,582,9
福岡,8774,268262,1573,16,7272,119
佐賀,477,15063,52,1,428,3
長崎,703,40149,234,2,311,5
熊本,1947,37210,205,8,1539,21
大分,720,43455,126,4,588,6
宮崎,759,12454,91,0,668,5
鹿児島,1033,40094,128,2,905,14
沖縄,5451,90347,373,3,5002,81
(その他),149,-,0,-,149,-
合計,241902,4540928,38729,731,198874,3598
