都道府県名,陽性者数 検査人数,,%
北海道,4387,96113,4.6%
青森,275,6062,4.5%
,33,5793,0.6%
宮城,892,15516,5.7%
秋田,68,2673,2.5%
山形,92,6856,1.3%
福島,419,34102,1.2%
茨城,854,14524,5.9%
栃木,505,47064,1.1%
群馬,937,31094,3.0%
埼玉,6479,203293,3.2%
千葉,5499,137855,4.0%
東京,33377,647611,5.2%
神奈川,9604,217129,4.4%
新潟,216,18840,1.1%
富山,425,15525,2.7%
石川,825,19143,4.3%
福井,268,11881,2.3%
山梨,257,12278,2.1%
長野,393,25014,1.6%
岐阜,765,28467,2.7%
静岡,787,46817,1.7%
,7052,110598,6.4%
三重,603,16342,3.7%
,636,14966,4.2%
京都,2187,55661,3.9%
大阪,14376,260477,5.5%
,3596,74219,4.8%
奈良,771,26732,2.9%
和歌山,298,10767,2.8%
鳥取,51,6039,0.8%
島根,141,6281,2.2%
岡山,348,14762,2.4%
広島,680,29297,2.3%
山口,233,12510,1.9%
徳島,170,7618,2.2%
香川,108,14533,0.7%
愛媛,117,4476,2.6%
高知,144,3684,3.9%
,5328,175450,3.0%
佐賀,275,7879,3.5%
長崎,249,24030,1.0%
熊本,866,21157,4.1%
大分,162,22399,0.7%
宮崎,373,8829,4.2%
鹿児島,542,24227,2.2%
沖縄,3597,63313,5.7%
長崎船,149,0,-
合計,110409,2659896,4.2%
