都道府県名,陽性者数 検査人数,,%
北海道,5055,103685,4.9%
青森,278,6145,4.5%
,64,6072,1.1%
宮城,973,16120,6.0%
秋田,71,2695,2.6%
山形,96,6994,1.4%
福島,431,34974,1.2%
茨城,946,14703,6.4%
栃木,513,47989,1.1%
群馬,951,32830,2.9%
埼玉,6741,206725,3.3%
千葉,5721,142896,4.0%
東京,34496,664117,5.2%
神奈川,10042,220848,4.5%
新潟,224,19616,1.1%
富山,425,15642,2.7%
石川,828,19693,4.2%
福井,272,12229,2.2%
山梨,275,12472,2.2%
長野,448,25663,1.7%
岐阜,800,29255,2.7%
静岡,822,48055,1.7%
,7447,113664,6.6%
三重,616,17127,3.6%
滋賀,655,14966,4.4%
京都,2222,55975,4.0%
大阪,15155,269000,5.6%
,3816,76513,5.0%
奈良,835,27245,3.1%
和歌山,318,11045,2.9%
鳥取,52,6090,0.9%
島根,141,6354,2.2%
岡山,379,14762,2.6%
広島,688,29759,2.3%
山口,258,12510,2.1%
徳島,171,7654,2.2%
香川,114,14893,0.8%
愛媛,123,4583,2.7%
高知,144,3688,3.9%
,5367,179430,3.0%
佐賀,278,8030,3.5%
長崎,249,24525,1.0%
熊本,903,21470,4.2%
大分,164,23066,0.7%
宮崎,373,8829,4.2%
鹿児島,542,24653,2.2%
沖縄,3696,65248,5.7%
長崎船,149,0,-
合計,115327,2730497,4.2%
