都道府県名,陽性者数 検査人数,,%
北海道,2107,57520,3.7%
青森,36,2449,1.5%
,23,4265,0.5%
宮城,406,10404,3.9%
秋田,53,2144,2.5%
山形,78,5169,1.5%
福島,253,20459,1.2%
茨城,659,12578,5.2%
栃木,432,30456,1.4%
群馬,706,22543,3.1%
埼玉,4685,144451,3.2%
千葉,3934,89202,4.4%
東京,25973,460907,5.6%
神奈川,6975,155100,4.5%
新潟,170,15512,1.1%
富山,419,12282,3.4%
石川,777,13092,5.9%
福井,244,9809,2.5%
山梨,190,10704,1.8%
長野,310,19045,1.6%
岐阜,627,22940,2.7%
静岡,548,34596,1.6%
,5363,77400,6.9%
三重,509,12619,4.0%
滋賀,503,11937,4.2%
京都,1762,42808,4.1%
大阪,10669,186464,5.7%
,2717,56736,4.8%
奈良,574,20737,2.8%
和歌山,242,9310,2.6%
鳥取,36,5481,0.7%
島根,140,5792,2.4%
岡山,157,8110,1.9%
広島,577,20946,2.8%
山口,201,9864,2.0%
徳島,148,6921,2.1%
香川,93,10787,0.9%
愛媛,114,4087,2.8%
高知,138,3486,4.0%
福岡,5040,132965,3.8%
佐賀,245,6075,4.0%
長崎,236,18531,1.3%
熊本,578,16494,3.5%
大分,158,17019,0.9%
宮崎,344,8593,4.0%
鹿児島,422,19127,2.2%
沖縄,2516,39290,6.4%
長崎船,149,0,-
合計,83236,1907206,4.4%
