都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20742,439605,729,14,19249,742
青森,932,24302,57,1,855,20
岩手,604,42694,36,0,538,30
宮城,5427,86294,1243,3,4156,28
秋田,283,7420,12,0,265,6
山形,831,32862,245,0,570,16
福島,2415,141389,280,11,2025,110
茨城,6600,26008,322,1,6152,126
栃木,4526,169536,162,2,4294,70
群馬,4929,110174,176,2,4654,99
埼玉,32353,634717,1372,38,30283,698
千葉,29245,470206,1083,23,27603,559
東京,119661,1733095,3268,44,114688,1705
神奈川,47681,680128,933,22,45971,777
新潟,1380,79392,176,1,1187,17
富山,933,40917,21,1,884,28
石川,1901,59310,14,0,1821,64
福井,568,35009,21,0,522,25
山梨,956,30877,1,0,937,18
長野,2679,112377,176,0,2479,41
岐阜,4909,156160,116,2,4670,123
静岡,5619,237667,218,2,5286,115
愛知,27025,451860,567,9,25885,573
三重,2695,76136,92,3,2614,69
滋賀,2731,85590,85,4,2592,54
京都,9337,172896,147,2,9027,168
大阪,50634,1009996,2083,70,46972,1175
兵庫,19346,289285,857,57,17905,584
奈良,3618,93746,159,5,3407,52
和歌山,1244,26185,59,2,1143,18
鳥取,211,46269,1,0,205,2
島根,286,17590,1,0,285,0
岡山,2642,78444,76,4,2524,35
広島,5107,178091,40,0,4956,106
山口,1406,66920,15,0,1348,43
徳島,514,31287,54,2,442,18
香川,782,50108,19,1,748,18
愛媛,1251,38125,178,0,1049,24
高知,914,7434,9,3,886,19
福岡,18881,501511,377,7,18174,330
佐賀,1170,31434,32,1,1146,12
長崎,1626,75701,14,0,1576,38
熊本,3495,57733,21,1,3398,74
大分,1304,90972,6,0,1276,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1800,72126,27,0,1763,28
沖縄,9175,161688,582,3,8472,127
(その他),149,-,0,-,149,-
合計,464470,9086073,16162,341,438955,9028
