都道府県名,陽性者数 検査人数,,%
北海道,1910,51755,3.7%
青森,35,2282,1.5%
岩手,23,3860,0.6%
宮城,346,9357,3.7%
秋田,51,1964,2.6%
山形,78,5024,1.6%
福島,218,18238,1.2%
茨城,622,12026,5.2%
栃木,376,27064,1.4%
群馬,629,18736,3.4%
埼玉,4394,130796,3.4%
千葉,3556,73265,4.9%
東京,23828,408414,5.8%
神奈川,6255,138519,4.5%
新潟,161,14500,1.1%
富山,409,11364,3.6%
石川,744,11545,6.4%
福井,244,9433,2.6%
山梨,180,10263,1.8%
長野,299,17873,1.7%
岐阜,596,21023,2.8%
静岡,517,31367,1.6%
愛知,4999,67306,7.4%
三重,467,11609,4.0%
滋賀,476,10980,4.3%
京都,1659,38110,4.4%
大阪,9920,167579,5.9%
兵庫,2537,51555,4.9%
奈良,551,19076,2.9%
和歌山,236,8987,2.6%
鳥取,35,4910,0.7%
島根,137,5281,2.6%
岡山,148,7861,1.9%
広島,474,19573,2.4%
山口,195,8727,2.2%
徳島,147,6723,2.2%
香川,93,10008,0.9%
愛媛,114,3973,2.9%
高知,137,3366,4.1%
福岡,4987,46075,10.8%
佐賀,244,5639,4.3%
長崎,236,16972,1.4%
熊本,571,15959,3.6%
大分,158,15282,1.0%
宮崎,344,8455,4.1%
鹿児島,376,17562,2.1%
沖縄,2322,35020,6.6%
長崎船,149,0,-
合計,77183,1635256,4.7%
