都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1910,51755,62,1,1742,106
青 森,35,2282,2,0,32,1
岩手,23,3860,0,0,23,0
宮城,346,9357,81,1,263,2
秋  田,51,1964,0,0,51,0
山形,78,5024,2,1,76,1
福島,218,18238,36,1,180,2
茨城,622,12026,38,5,568,16
栃木,376,27064,61,1,313,1
群馬,629,18736,130,1,480,19
埼玉,4394,130796,285,6,4011,98
千葉,3556,73265,314,6,3174,68
東京,23828,408414,2230,26,21208,390
神奈川,6255,138519,635,24,5484,136
新潟,161,14500,17,1,144,0
富山,409,11364,10,0,374,25
石川,744,11545,64,0,636,44
福井,244,9433,18,3,215,9
山梨,180,10263,7,2,168,5
長野,299,17873,8,0,296,1
岐阜,596,21023,34,1,552,10
静岡,517,31367,22,1,494,1
愛知,4999,67306,368,16,4554,77
三重,467,11609,74,1,388,5
滋賀,476,10980,21,0,448,7
京都,1659,38110,80,1,1554,25
大阪,9920,167579,707,30,9014,190
兵庫,2537,51555,132,11,2349,56
奈良,551,19076,15,1,527,9
和歌山,236,8987,2,0,227,4
鳥取,35,4910,12,0,23,0
島根,137,5281,0,0,137,0
岡山,148,7861,1,-,146,-
広島,474,19573,10,0,461,3
山口,195,8727,23,1,171,1
徳島,147,6723,28,0,107,9
香川,93,10008,9,0,82,2
愛媛,114,3973,0,0,108,6
高知,137,3366,4,0,129,4
福岡,4987,46075,293,9,4629,90
佐賀,244,5639,1,0,243,0
長崎,236,16972,6,0,227,3
熊本,571,15959,25,0,537,8
大分,158,15282,5,0,151,2
宮崎,344,8455,4,0,340,1
鹿児島,376,17562,10,1,376,12
沖縄,2322,35020,142,9,2139,45
(その他),149,-,0,-,149,-
合計,77183,1635256,6028,161,69700,1494
