都道府県名,陽性者数 検査人数,,%
北海道,12961,229609,5.6%
青森,428,9237,4.6%
岩手,372,13693,2.7%
宮城,2035,24089,8.4%
秋田,125,4020,3.1%
山形,365,10057,3.6%
福島,886,55218,1.6%
茨城,2307,18432,12.5%
栃木,1235,70531,1.8%
群馬,2172,50358,4.3%
埼玉,13240,302712,4.4%
千葉,10218,220069,4.6%
東京,56559,962086,5.9%
神奈川,19516,334987,5.8%
新潟,505,27246,1.9%
富山,541,21295,2.5%
石川,1034,28990,3.6%
福井,346,18724,1.8%
山梨,509,14417,3.5%
長野,1126,45163,2.5%
岐阜,2023,62735,3.2%
静岡,2568,88334,2.9%
愛知,15448,191017,8.1%
三重,1225,29023,4.2%
滋賀,1087,36012,3.0%
京都,4105,87310,4.7%
大阪,28927,446674,6.5%
兵庫,9163,132820,6.9%
奈良,1882,46358,4.1%
和歌山,594,16235,3.7%
鳥取,87,23190,0.4%
島根,202,9344,2.2%
岡山,1266,31723,4.0%
広島,2925,65962,4.4%
山口,524,26760,2.0%
徳島,195,14949,1.3%
香川,282,23175,1.2%
愛媛,415,12107,3.4%
高知,626,5727,10.9%
福岡,8155,255221,3.2%
佐賀,445,14579,3.1%
長崎,457,37729,1.2%
熊本,1669,33475,5.0%
大分,620,40661,1.5%
宮崎,710,12114,5.9%
鹿児島,946,36020,2.6%
沖縄,5199,86755,6.0%
長崎船,149,0,-
合計,218374,4326942,5.0%
