都道府県名,陽性者数 検査人数,,%
北海道,1102,14931,7.4%
青森,27,875,3.1%
岩手,0,699,0.0%
宮城,88,3012,2.9%
秋田,16,940,1.7%
山形,69,2422,2.8%
福島,81,4765,1.7%
茨城,168,4746,3.5%
栃木,66,4438,1.5%
群馬,149,3796,3.9%
埼玉,1005,22634,4.4%
千葉,907,15076,6.0%
東京,5323,15498,34.3%
神奈川,1381,10210,13.5%
新潟,83,4291,1.9%
富山,227,3454,6.6%
石川,298,2758,10.8%
福井,122,2756,4.4%
山梨,65,4202,1.5%
長野,76,2801,2.7%
岐阜,151,3766,4.0%
静岡,76,3566,2.1%
愛知,509,10284,4.9%
三重,45,2552,1.8%
滋賀,100,1911,5.2%
京都,358,8354,4.3%
大阪,1783,32063,5.6%
兵庫,699,11368,6.1%
奈良,92,2898,3.2%
和歌山,63,3743,1.7%
鳥取,3,1363,0.2%
島根,24,1142,2.1%
岡山,25,1738,1.4%
広島,167,7104,2.4%
山口,37,1794,2.1%
徳島,5,761,0.7%
香川,28,2245,1.2%
愛媛,82,2373,3.5%
高知,74,1818,4.1%
福岡,786,13523,5.8%
佐賀,47,1449,3.2%
長崎,17,2844,0.6%
熊本,48,3974,1.2%
大分,60,4127,1.5%
宮崎,17,1407,1.2%
鹿児島,10,1964,0.5%
沖縄,142,2895,4.9%
長崎船,149,-,-
合計,16850,257330,6.5%
