都道府県名,陽性者数 検査人数,,%
北海道,1267,21190,6.0%
⻘森,27,999,2.7%
岩手,0,996,0.0%
宮城,95,3868,2.5%
秋田,16,998,1.6%
山形,69,2549,2.7%
福島,82,6990,1.2%
茨城,176,5366,3.3%
栃木,82,7456,1.1%
群馬,153,5155,3.0%
埼玉,1165,36009,3.2%
千葉,978,18548,5.3%
東京,6399,87151,7.3%
神奈川,1521,12813,11.9%
新潟,84,5020,1.7%
富山,228,3984,5.7%
石川,300,2918,10.3%
福井,122,3461,3.5%
山梨,75,5756,1.3%
⻑野,77,3312,2.3%
岐阜,160,5301,3.0%
静岡,81,7766,1.0%
愛知,525,12859,4.1%
三重,46,2901,1.6%
滋賀,103,2409,4.3%
京都,383,10442,3.7%
大阪,1851,41726,4.4%
兵庫,708,15056,4.7%
奈良,92,3943,2.3%
和歌山,64,4029,1.6%
鳥取,4,1497,0.3%
島根,24,1249,1.9%
岡山,28,1954,1.4%
広島,169,7880,2.1%
山口,37,2372,1.6%
徳島,6,935,0.6%
香川,28,2754,1.0%
愛媛,82,2622,3.1%
高知,74,1980,3.7%
福岡,854,16689,5.1%
佐賀,47,1649,2.9%
⻑崎,17,3294,0.5%
熊本,49,4310,1.1%
大分,60,4977,1.2%
宮崎,17,1582,1.1%
鹿児島,21,2628,0.8%
沖縄,142,3028,4.7%
⻑崎船,149,-,-
合計,18737,402371,4.7%
