都道府県名,陽性者数 検査人数,,%
北海道,3566,88202,4.0%
青森,269,5625,4.8%
,29,5633,0.5%
宮城,822,14848,5.5%
秋田,67,2642,2.5%
山形,86,6747,1.3%
福島,410,30813,1.3%
茨城,796,14162,5.6%
栃木,496,45618,1.1%
群馬,918,30277,3.0%
埼玉,6132,194330,3.2%
千葉,5249,134785,3.9%
東京,32135,624458,5.1%
神奈川,9124,209445,4.4%
新潟,186,18193,1.0%
富山,424,15001,2.8%
石川,816,18304,4.5%
福井,257,11220,2.3%
山梨,225,11926,1.9%
長野,351,24098,1.5%
岐阜,726,27736,2.6%
静岡,707,44670,1.6%
,6536,104509,6.3%
三重,587,16342,3.6%
滋賀,593,14643,4.0%
京都,2101,54297,3.9%
大阪,13485,248414,5.4%
,3406,71350,4.8%
奈良,713,25726,2.8%
和歌山,280,10566,2.7%
鳥取,38,5786,0.7%
島根,141,6281,2.2%
岡山,323,11198,2.9%
広島,667,28463,2.3%
山口,223,11960,1.9%
徳島,167,7536,2.2%
香川,104,13911,0.7%
愛媛,117,4434,2.6%
高知,144,3667,3.9%
,5268,170366,3.1%
佐賀,267,7480,3.6%
長崎,246,23361,1.1%
熊本,843,20618,4.1%
大分,160,21701,0.7%
宮崎,372,8807,4.2%
鹿児島,505,23324,2.2%
沖縄,3456,60623,5.7%
長崎船,149,0,-
合計,104682,2554096,4.1%
