都道府県名,陽性者数 検査人数,,%
北海道,32591,617796,5.3%
青森,2099,40049,5.2%
岩手,1300,67254,1.9%
宮城,8669,133219,6.5%
秋田,727,12837,5.7%
山形,1798,54886,3.3%
福島,4366,220336,2.0%
茨城,9246,31855,29.0%
栃木,5983,233552,2.6%
群馬,7431,157238,4.7%
埼玉,42296,837287,5.1%
千葉,35949,585099,6.1%
東京,154999,2194464,7.1%
神奈川,58895,886513,6.6%
新潟,2950,130685,2.3%
富山,1613,58852,2.7%
石川,3356,80900,4.1%
福井,1008,56662,1.8%
山梨,1433,38972,3.7%
長野,4500,167266,2.7%
岐阜,8048,221529,3.6%
静岡,7687,332744,2.3%
愛知,42286,641266,6.6%
三重,4617,109813,4.2%
滋賀,4687,120656,3.9%
京都,15019,242079,6.2%
大阪,96643,1689347,5.7%
兵庫,38158,434411,8.8%
奈良,7635,145216,5.3%
和歌山,2527,38646,6.5%
鳥取,442,69791,0.6%
島根,482,24335,2.0%
岡山,6631,108427,6.1%
広島,9010,380013,2.4%
山口,2609,98010,2.7%
徳島,1599,52098,3.1%
香川,1884,72497,2.6%
愛媛,2648,74637,3.5%
高知,1198,8786,13.6%
福岡,31766,703974,4.5%
佐賀,2342,46250,5.1%
長崎,2803,106687,2.6%
熊本,5685,74682,7.6%
大分,3055,136053,2.2%
宮崎,2924,38670,7.6%
鹿児島,3025,95056,3.2%
沖縄,14487,207045,7.0%
長崎船,149,0,-
合計,701255,12878440,5.4%
