都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,29911,591839,4765,31,23890,929
青森,1942,37919,306,4,1609,27
岩手,1206,65259,203,2,964,39
宮城,8522,129574,392,13,8036,75
秋田,684,12270,165,0,510,9
山形,1702,51920,163,5,1502,37
福島,4214,209746,642,24,3442,130
茨城,8946,31283,548,16,8261,137
栃木,5825,228339,358,4,5393,74
群馬,7152,150903,749,14,6289,114
埼玉,41340,815942,2761,48,37819,760
千葉,35351,579116,1496,19,33200,655
東京,151697,2145347,7436,85,142310,1951
神奈川,57577,861075,2451,48,54272,854
新潟,2815,124049,418,6,2370,27
富山,1490,55720,147,4,1311,32
石川,3174,78080,629,16,2447,96
福井,987,54647,82,0,871,34
山梨,1376,38972,136,1,1223,19
長野,4311,159648,346,8,3948,73
岐阜,7469,212236,1120,14,6206,143
静岡,7337,319923,832,7,6375,130
愛知,39606,609769,5425,66,33515,666
三重,4424,109813,605,11,3833,96
滋賀,4472,114770,578,8,3825,69
京都,14232,232724,1468,29,12636,196
大阪,94155,1628614,19678,380,71619,1943
兵庫,36985,420696,4493,97,31644,848
奈良,7360,138260,838,23,6425,97
和歌山,2471,36939,203,39,2195,35
鳥取,429,67810,50,1,367,2
島根,424,21314,55,1,369,0
岡山,5965,108427,1308,26,4071,70
広島,7946,321772,848,15,6226,112
山口,2386,92132,497,6,1838,51
徳島,1558,50212,180,6,1323,55
香川,1790,69704,413,3,1358,24
愛媛,2612,73971,207,6,2341,64
高知,1148,8676,45,3,1083,20
福岡,29737,675139,5469,67,23363,390
佐賀,2199,44465,379,4,1754,15
長崎,2712,102842,527,17,2137,50
熊本,5116,71804,853,22,4179,84
大分,2830,130041,783,5,2014,33
宮崎,2764,36174,461,5,2269,25
鹿児島,2842,92020,469,2,2339,28
沖縄,13781,202299,1447,12,12199,141
(その他),149,-,0,-,149,-
合計,675121,12414194,73424,1223,587319,11459
