都道府県名,陽性者数 検査人数,,%
北海道,1239,20523,6.0%
青森,27,974,2.8%
岩手,0,929,0.0%
宮城,94,3698,2.5%
秋田,16,992,1.6%
山形,69,2538,2.7%
福島,82,6649,1.2%
茨城,174,5278,3.3%
栃木,76,7018,1.1%
群馬,152,4934,3.1%
埼玉,1122,33985,3.3%
千葉,949,18047,5.3%
東京,6171,80514,7.7%
神奈川,1471,12480,11.8%
新潟,84,4913,1.7%
富山,227,3914,5.8%
石川,300,2904,10.3%
福井,122,3372,3.6%
山梨,74,5606,1.3%
長野,77,3264,2.4%
岐阜,156,5131,3.0%
静岡,81,7448,1.1%
愛知,523,12620,4.1%
三重,46,2856,1.6%
滋賀,101,2345,4.3%
京都,375,10074,3.7%
大阪,1816,39970,4.5%
兵庫,705,14695,4.8%
奈良,92,3760,2.4%
和歌山,64,3979,1.6%
鳥取,3,1478,0.2%
島根,24,1240,1.9%
岡山,26,1926,1.3%
広島,168,7802,2.2%
山口,37,2267,1.6%
徳島,6,900,0.7%
香川,28,2649,1.1%
愛媛,82,2605,3.1%
高知,74,1971,3.8%
福岡,845,16383,5.2%
佐賀,47,1618,2.9%
長崎,17,3199,0.5%
熊本,49,4273,1.1%
大分,60,4834,1.2%
宮崎,17,1562,1.1%
鹿児島,11,2563,0.4%
沖縄,142,3016,4.7%
長崎船,149,-,-
合計,18270,385696,4.7%
