都道府県名,陽性者数 検査人数,,%
北海道,2323,63459,3.7%
青森,37,2590,1.4%
,24,4599,0.5%
宮城,474,11312,4.2%
秋田,58,2309,2.5%
山形,81,5281,1.5%
福島,302,22541,1.3%
茨城,706,12878,5.5%
栃木,445,33337,1.3%
群馬,755,24642,3.1%
埼玉,5051,152675,3.3%
千葉,4268,104558,4.1%
東京,27569,503424,5.5%
神奈川,7471,167935,4.4%
新潟,177,16216,1.1%
富山,422,13250,3.2%
石川,780,14335,5.4%
福井,249,10179,2.4%
山梨,196,10962,1.8%
長野,320,20010,1.6%
岐阜,633,24135,2.6%
静岡,565,37352,1.5%
,5504,83697,6.6%
三重,535,13981,3.8%
滋賀,514,12804,4.0%
京都,1809,45380,4.0%
大阪,11109,200492,5.5%
,2881,60473,4.8%
奈良,595,21963,2.7%
和歌山,249,9667,2.6%
鳥取,36,5527,0.7%
島根,140,5925,2.4%
岡山,163,8654,1.9%
広島,625,22098,2.8%
山口,209,10572,2.0%
徳島,149,7085,2.1%
香川,93,11478,0.8%
愛媛,115,4175,2.8%
高知,138,3533,3.9%
,5101,143150,3.6%
佐賀,248,6280,3.9%
長崎,239,19842,1.2%
熊本,673,17381,3.9%
大分,158,18121,0.9%
宮崎,344,8656,4.0%
鹿児島,447,20254,2.2%
沖縄,2729,44109,6.2%
長崎船,149,0,-
合計,87858,2063276,4.3%
