都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1296,23539,62,5,1132,102
青 森,29,1104,3,0,25,1
岩手,0,1152,0,0,0,0
宮城,108,4652,12,0,95,1
秋  田,16,1018,0,0,16,0
山形,73,2659,3,0,70,1
福島,84,8027,2,0,82,0
茨城,204,5854,22,1,172,10
栃木,98,9645,19,0,83,0
群馬,156,5884,4,0,134,19
埼玉,1530,46737,334,4,1129,67
千葉,1162,21193,169,0,947,46
東京,8189,121821,1392,7,6472,325
神奈川,1786,14495,191,8,1497,98
新潟,87,5365,3,0,83,0
富山,230,4319,3,0,205,22
石川,300,2964,4,1,269,27
福井,124,3726,2,0,114,8
山梨,76,6289,1,0,74,1
長野,79,4640,3,0,76,-
岐阜,165,5934,9,2,149,7
静岡,96,9063,13,0,82,1
愛知,532,14487,10,0,483,34
三重,50,3107,3,0,45,1
滋賀,106,2847,5,1,100,1
京都,456,12393,56,0,382,18
大阪,2045,47608,153,5,1806,86
兵庫,739,17192,25,0,669,45
奈良,126,4383,33,0,91,2
和歌山,84,4578,20,0,61,3
鳥取,5,2108,2,0,3,0
島根,24,1291,0,0,24,0
岡山,28,2056,2,-,26,-
広島,182,8477,13,0,167,3
山口,37,2739,0,0,37,0
徳島,10,1227,5,0,4,1
香川,30,3045,2,0,28,0
愛媛,82,2682,0,0,77,5
高知,75,2028,1,0,71,3
福岡,924,18126,64,4,827,33
佐賀,47,1725,0,0,47,0
長崎,30,4151,12,0,16,1
熊本,49,4465,0,0,46,3
大分,60,5457,0,0,59,1
宮崎,20,1716,3,0,17,0
鹿児島,155,7150,125,0,30,0
沖縄,148,3326,4,0,141,7
(その他),149,-,0,-,149,-
合計,22081,488444,2789,38,18312,983
