都道府県名,陽性者数 検査人数,,%
北海道,1814,46499,3.9%
青森,35,2104,1.7%
岩手,23,3380,0.7%
宮城,231,8173,2.8%
秋田,50,1816,2.8%
山形,78,3126,2.5%
福島,175,15723,1.1%
茨城,573,11063,5.2%
栃木,309,23646,1.3%
群馬,474,15468,3.1%
埼玉,4101,114373,3.6%
千葉,3188,58879,5.4%
東京,21656,348595,6.2%
神奈川,5352,120662,4.4%
新潟,146,13222,1.1%
富山,402,9850,4.1%
石川,697,9317,7.5%
福井,241,8766,2.7%
山梨,174,9693,1.8%
長野,286,15833,1.8%
岐阜,564,18877,3.0%
静岡,487,26858,1.8%
愛知,4637,57481,8.1%
三重,399,10326,3.9%
滋賀,462,9755,4.7%
京都,1512,32853,4.6%
大阪,8976,144989,6.2%
兵庫,2335,46553,5.0%
奈良,534,15262,3.5%
和歌山,232,8751,2.7%
鳥取,22,4580,0.5%
島根,137,4973,2.8%
岡山,146,7049,2.1%
広島,459,18176,2.5%
山口,181,7236,2.5%
徳島,145,6291,2.3%
香川,84,8677,1.0%
愛媛,114,3855,3.0%
高知,131,3201,4.1%
福岡,4782,42849,11.2%
佐賀,240,5265,4.6%
長崎,234,15430,1.5%
熊本,540,12165,4.4%
大分,157,13460,1.2%
宮崎,338,8161,4.1%
鹿児島,370,16322,2.3%
沖縄,2220,25134,8.8%
長崎船,149,0,-
合計,70592,1414717,5.0%
