都道府県名,陽性者数 検査人数,,%
北海道,40870,751646,5.4%
青森,2452,48772,5.0%
岩手,1625,81431,2.0%
宮城,9061,153064,5.9%
秋田,764,14175,5.4%
山形,2017,63486,3.2%
福島,4754,267574,1.8%
茨城,10221,33068,30.9%
栃木,6762,277854,2.4%
群馬,7996,186476,4.3%
埼玉,45380,934773,4.9%
千葉,38951,657307,5.9%
東京,168321,2427055,6.9%
神奈川,65121,997435,6.5%
新潟,3383,160485,2.1%
富山,2000,70118,2.9%
石川,3901,116526,3.3%
福井,1088,62522,1.7%
山梨,1881,50098,3.8%
長野,4954,194537,2.5%
岐阜,9340,260673,3.6%
静岡,8988,385907,2.3%
愛知,50169,790726,6.3%
三重,5178,137890,3.8%
滋賀,5474,144163,3.8%
京都,16433,273949,6.0%
大阪,102223,2018401,5.1%
兵庫,40646,490229,8.3%
奈良,8134,162259,5.0%
和歌山,2656,41295,6.4%
鳥取,466,80596,0.6%
島根,551,29236,1.9%
岡山,7571,158467,4.8%
広島,11323,527692,2.1%
山口,3095,116931,2.6%
徳島,1650,62712,2.6%
香川,2082,82922,2.5%
愛媛,2747,93530,2.9%
高知,1705,10818,15.8%
福岡,35138,802420,4.4%
佐賀,2543,54413,4.7%
長崎,3098,120069,2.6%
熊本,6432,80727,8.0%
大分,3475,161250,2.2%
宮崎,3067,43842,7.0%
鹿児島,3630,108991,3.3%
沖縄,19967,241509,8.3%
長崎船,149,0,-
合計,779432,15030019,5.2%
