都道府県名,陽性者数 検査人数,,%
北海道,12618,221431,5.7%
青森,407,8815,4.6%
岩手,348,13412,2.6%
宮城,1888,23979,7.9%
秋田,105,3981,2.6%
山形,345,9840,3.5%
福島,801,52405,1.5%
茨城,2226,18395,12.1%
栃木,1130,67978,1.7%
群馬,2044,49855,4.1%
埼玉,12466,299420,4.2%
千葉,9700,215977,4.5%
東京,54018,943733,5.7%
神奈川,18227,330515,5.5%
新潟,472,26589,1.8%
富山,517,20986,2.5%
石川,998,28122,3.5%
福井,339,18198,1.9%
山梨,502,14393,3.5%
長野,1071,44772,2.4%
岐阜,1895,60108,3.2%
静岡,2480,87010,2.9%
愛知,14648,187452,7.8%
三重,1187,26913,4.4%
滋賀,985,34974,2.8%
京都,3998,85844,4.7%
大阪,28101,431240,6.5%
兵庫,8605,127869,6.7%
奈良,1782,45756,3.9%
和歌山,590,16018,3.7%
鳥取,79,22166,0.4%
島根,189,8556,2.2%
岡山,1186,27231,4.4%
広島,2571,63829,4.0%
山口,494,26760,1.8%
徳島,194,14581,1.3%
香川,258,21873,1.2%
愛媛,389,10961,3.5%
高知,592,5471,10.8%
福岡,7852,248984,3.2%
佐賀,433,14290,3.0%
長崎,457,36313,1.3%
熊本,1545,32438,4.8%
大分,596,39423,1.5%
宮崎,686,12057,5.7%
鹿児島,890,35610,2.5%
沖縄,5095,85518,6.0%
長崎船,149,0,-
合計,208148,4222041,4.9%
