都道府県名,陽性者数 検査人数,,%
北海道,19341,392200,4.9%
青森,820,17718,4.6%
岩手,555,27687,2.0%
宮城,3708,70261,5.3%
秋田,269,7096,3.8%
山形,543,27916,1.9%
福島,2060,117369,1.8%
茨城,5941,25001,23.8%
栃木,4145,129645,3.2%
群馬,4578,96668,4.7%
埼玉,29820,566775,5.3%
千葉,27015,422859,6.4%
東京,112925,1574160,7.2%
神奈川,45442,612720,7.4%
新潟,1105,45928,2.4%
富山,907,37151,2.4%
石川,1876,53204,3.5%
福井,545,32535,1.7%
山梨,941,27101,3.5%
長野,2368,101091,2.3%
岐阜,4762,139551,3.4%
静岡,5222,206239,2.5%
愛知,26048,403390,6.5%
三重,2554,67122,3.8%
滋賀,2538,75638,3.4%
京都,9079,159089,5.7%
大阪,47512,820213,5.8%
兵庫,18094,255205,7.1%
奈良,3388,84240,4.0%
和歌山,1167,24705,4.7%
鳥取,210,42207,0.5%
島根,284,16183,1.8%
岡山,2509,69524,3.6%
広島,5037,165220,3.0%
山口,1385,60724,2.3%
徳島,460,27351,1.7%
香川,757,45717,1.7%
愛媛,1066,33999,3.1%
高知,901,7132,12.6%
福岡,18171,454241,4.0%
佐賀,1077,28746,3.7%
長崎,1612,69022,2.3%
熊本,3455,56893,6.1%
大分,1297,81929,1.6%
宮崎,1953,24794,7.9%
鹿児島,1762,68410,2.6%
沖縄,8277,148647,5.6%
長崎船,149,0,-
合計,435630,8021216,5.4%
