都道府県名,陽性者数 検査人数,,%
北海道,4021,92885,4.3%
青森,274,5924,4.6%
,30,5719,0.5%
宮城,865,15288,5.7%
秋田,67,2659,2.5%
山形,88,6810,1.3%
福島,418,32623,1.3%
茨城,825,14334,5.8%
栃木,499,45819,1.1%
群馬,927,30692,3.0%
埼玉,6296,196518,3.2%
千葉,5386,136592,3.9%
東京,32767,635524,5.2%
神奈川,9375,213692,4.4%
新潟,198,18433,1.1%
富山,424,15138,2.8%
石川,823,18574,4.4%
福井,262,11268,2.3%
山梨,241,12077,2.0%
⾧野,384,24461,1.6%
岐阜,742,27985,2.7%
静岡,756,45801,1.7%
,6812,106996,6.4%
三重,597,16342,3.7%
滋賀,620,14897,4.2%
京都,2166,55036,3.9%
大阪,13894,253794,5.5%
,3518,73008,4.8%
奈良,745,26032,2.9%
和歌山,289,10716,2.7%
鳥取,50,5944,0.8%
島根,141,6281,2.2%
岡山,340,11198,3.0%
広島,678,28891,2.3%
山口,225,11960,1.9%
徳島,168,7592,2.2%
香川,107,14223,0.8%
愛媛,117,4456,2.6%
高知,144,3680,3.9%
,5284,172436,3.1%
佐賀,274,7708,3.6%
⾧崎,249,23623,1.1%
熊本,854,20847,4.1%
大分,161,21941,0.7%
宮崎,373,8822,4.2%
鹿児島,537,23874,2.2%
沖縄,3536,61923,5.7%
⾧崎船,149,0,-
合計,107696,2601036,4.1%
