都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,4021,92885,976,11,2931,114
青 森,274,5924,63,2,206,5
岩手,30,5719,4,0,26,0
宮城,865,15288,208,5,652,5
秋  田,67,2659,7,1,60,0
山形,88,6810,6,0,81,1
福島,418,32623,38,3,374,6
茨城,825,14334,61,1,746,18
栃木,499,45819,18,3,481,1
群馬,927,30692,38,3,869,20
埼玉,6296,196518,554,11,5630,112
千葉,5386,136592,405,8,4899,82
東京,32767,635524,2126,35,30179,462
神奈川,9375,213692,662,23,8535,178
新潟,198,18433,16,0,182,0
富山,424,15138,1,0,397,26
石川,823,18574,19,0,755,49
福井,262,11268,6,0,245,11
山梨,241,12077,28,1,207,6
⾧野,384,24461,41,0,342,6
岐阜,742,27985,67,0,663,12
静岡,756,45801,99,1,655,2
愛知,6812,106996,765,15,5949,98
三重,597,16342,38,3,552,7
滋賀,620,14897,70,0,541,9
京都,2166,55036,141,1,1995,30
大阪,13894,253794,1184,51,12438,253
兵庫,3518,73008,260,15,3191,67
奈良,745,26032,98,0,636,11
和歌山,289,10716,14,2,266,4
鳥取,50,5944,13,0,37,0
島根,141,6281,0,0,141,0
岡山,340,11198,118,2,185,6
広島,678,28891,23,1,648,5
山口,225,11960,13,0,210,2
徳島,168,7592,4,0,155,9
香川,107,14223,5,0,100,2
愛媛,117,4456,1,0,110,6
高知,144,3680,0,0,140,4
福岡,5284,172436,90,4,5090,104
佐賀,274,7708,18,0,257,1
⾧崎,249,23623,4,0,241,3
熊本,854,20847,51,0,776,9
大分,161,21941,2,0,156,3
宮崎,373,8822,4,1,369,1
鹿児島,537,23874,67,0,467,13
沖縄,3536,61923,276,5,3200,65
(その他),149,-,0,-,149,-
合計,107696,2601036,8702,208,97114,1828
