都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1583,34577,146,3,1334,103
青 森,32,1662,2,0,29,1
岩手,7,2083,6,0,1,0
宮城,184,7044,16,1,167,1
秋  田,37,1439,15,0,21,0
山形,76,2993,1,0,75,1
福島,101,11504,12,0,89,0
茨城,431,9055,91,2,330,10
栃木,265,17376,47,3,203,1
群馬,254,9891,62,0,173,19
埼玉,3057,86664,565,9,2412,80
千葉,2304,42401,497,7,1752,55
東京,16680,244820,3494,21,12848,338
神奈川,3521,50813,580,20,2837,104
新潟,129,7690,10,0,118,0
富山,298,6514,48,0,228,22
石川,412,3805,90,3,294,28
福井,154,5739,12,1,134,8
山梨,135,8367,32,0,102,1
長野,140,10347,29,0,111,-
岐阜,492,14573,112,3,373,7
静岡,388,17599,80,2,307,1
愛知,3392,35728,1654,13,1695,38
三重,262,7203,127,2,133,1
滋賀,317,6520,116,4,198,3
京都,1026,23171,194,3,811,21
大阪,6355,98803,1715,53,4535,101
兵庫,1728,33876,275,14,1406,47
奈良,351,11572,64,1,284,3
和歌山,189,7157,21,4,162,4
鳥取,21,4254,13,0,8,0
島根,132,3686,103,0,29,0
岡山,119,3607,27,-,84,-
広島,425,15422,77,1,343,3
山口,81,4869,24,0,57,0
徳島,70,3218,40,0,17,1
香川,60,6124,10,1,50,0
愛媛,108,3346,12,0,90,6
高知,83,2428,1,0,79,3
福岡,3215,32653,1210,21,1967,38
佐賀,175,3718,72,0,106,0
長崎,173,10173,33,-,36,3
熊本,380,8480,112,3,176,5
大分,93,8556,25,0,67,1
宮崎,248,6659,100,0,148,0
鹿児島,277,12585,33,2,233,4
沖縄,1404,16129,1034,14,364,10
(その他),149,-,0,-,149,-
合計,51513,966893,13039,211,37165,1072
