都道府県名,陽性者数 検査人数,,%
北海道,2181,59856,3.6%
青森,37,2504,1.5%
,24,4388,0.5%
宮城,428,10907,3.9%
秋田,58,2163,2.7%
山形,78,5203,1.5%
福島,269,21225,1.3%
茨城,677,12688,5.3%
栃木,438,32269,1.4%
群馬,728,23096,3.2%
埼玉,4820,147205,3.3%
千葉,4069,97864,4.2%
東京,26550,477472,5.6%
神奈川,7147,159977,4.5%
新潟,170,15712,1.1%
富山,422,12744,3.3%
石川,778,13544,5.7%
福井,244,9880,2.5%
山梨,194,10833,1.8%
長野,313,19422,1.6%
岐阜,630,23291,2.7%
静岡,558,35440,1.6%
,5437,79389,6.8%
三重,530,13430,3.9%
滋賀,506,12183,4.2%
京都,1787,44223,4.0%
大阪,10840,191163,5.7%
,2797,58357,4.8%
奈良,581,21281,2.7%
和歌山,242,9377,2.6%
鳥取,36,5500,0.7%
島根,140,5829,2.4%
岡山,161,8654,1.9%
広島,604,21380,2.8%
山口,201,10143,2.0%
徳島,149,7008,2.1%
香川,93,11002,0.8%
愛媛,115,4131,2.8%
高知,138,3511,3.9%
,5057,136678,3.7%
佐賀,246,6166,4.0%
長崎,238,18993,1.3%
熊本,626,16830,3.7%
大分,158,17325,0.9%
宮崎,344,8631,4.0%
鹿児島,435,19588,2.2%
沖縄,2607,41088,6.3%
長崎船,149,0,-
合計,85030,1969543,4.3%
