都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2181,59856,148,0,1926,107
青 森,37,2504,2,0,34,1
岩手,24,4388,1,0,23,0
宮城,428,10907,49,1,377,2
秋  田,58,2163,5,0,53,0
山形,78,5203,1,0,77,1
福島,269,21225,43,3,222,4
茨城,677,12688,44,4,616,17
栃木,438,32269,33,0,406,1
群馬,728,23096,42,3,667,19
埼玉,4820,147205,332,6,4386,102
千葉,4069,97864,316,10,3681,72
東京,26550,477472,1985,25,24152,413
神奈川,7147,159977,515,20,6489,143
新潟,170,15712,4,0,166,0
富山,422,12744,11,1,385,26
石川,778,13544,30,0,701,47
福井,244,9880,0,0,231,11
山梨,194,10833,21,1,173,6
長野,313,19422,11,0,307,1
岐阜,630,23291,19,2,601,10
静岡,558,35440,32,2,524,2
愛知,5437,79389,317,12,5034,86
三重,530,13430,62,2,461,7
滋賀,506,12183,21,0,477,8
京都,1787,44223,71,2,1690,26
大阪,10840,191163,477,23,10136,219
兵庫,2797,58357,126,8,2612,59
奈良,581,21281,22,0,550,9
和歌山,242,9377,3,0,232,4
鳥取,36,5500,5,0,31,0
島根,140,5829,0,0,140,0
岡山,161,8654,8,-,149,-
広島,604,21380,105,1,494,3
山口,201,10143,6,1,193,2
徳島,149,7008,6,0,131,9
香川,93,11002,3,0,88,2
愛媛,115,4131,1,0,108,6
高知,138,3511,0,0,134,4
福岡,5057,136678,75,6,4883,99
佐賀,246,6166,1,0,247,0
長崎,238,18993,1,0,233,3
熊本,626,16830,31,0,560,8
大分,158,17325,2,0,154,2
宮崎,344,8631,1,0,343,1
鹿児島,435,19588,25,0,403,12
沖縄,2607,41088,245,7,2319,47
(その他),149,-,0,-,149,-
合計,85030,1969543,5258,140,78148,1601
