都道府県名,陽性者数 検査人数,,%
北海道,40120,723117,5.5%
青森,2442,47484,5.1%
岩手,1548,78914,2.0%
宮城,9004,150077,6.0%
秋田,761,14044,5.4%
山形,2003,61748,3.2%
福島,4689,257885,1.8%
茨城,10012,32946,30.4%
栃木,6603,270990,2.4%
群馬,7959,181572,4.4%
埼玉,44805,911462,4.9%
千葉,38107,636018,6.0%
東京,165163,2366983,7.0%
神奈川,63558,967655,6.6%
新潟,3331,152690,2.2%
富山,1948,68098,2.9%
石川,3861,106327,3.6%
福井,1058,60987,1.7%
山梨,1745,44960,3.9%
長野,4914,188811,2.6%
岐阜,9204,252389,3.6%
静岡,8759,372339,2.4%
愛知,49275,758557,6.5%
三重,5100,129213,3.9%
滋賀,5373,138588,3.9%
京都,16261,265403,6.1%
大阪,101424,1929716,5.3%
兵庫,40356,477973,8.4%
奈良,8042,158031,5.1%
和歌山,2647,40959,6.5%
鳥取,466,75524,0.6%
島根,548,27832,2.0%
岡山,7521,148791,5.1%
広島,11101,513008,2.2%
山口,3045,108624,2.8%
徳島,1636,60870,2.7%
香川,2058,80638,2.6%
愛媛,2735,89604,3.1%
高知,1637,10493,15.6%
福岡,34832,780559,4.5%
佐賀,2535,52328,4.8%
長崎,3030,116598,2.6%
熊本,6377,80032,8.0%
大分,3453,155422,2.2%
宮崎,3051,43572,7.0%
鹿児島,3546,106607,3.3%
沖縄,19102,230247,8.3%
長崎船,149,0,-
合計,766894,14526685,5.3%
