都道府県名,陽性者数 検査人数,,%
北海道,19066,379662,5.0%
青森,816,17347,4.7%
岩手,554,26654,2.1%
宮城,3597,68100,5.3%
秋田,269,7032,3.8%
山形,543,17479,3.1%
福島,1919,110131,1.7%
茨城,5740,24868,23.1%
栃木,4090,125003,3.3%
群馬,4491,91472,4.9%
埼玉,29250,547979,5.3%
千葉,26263,404527,6.5%
東京,111347,1529534,7.3%
神奈川,44768,587587,7.6%
新潟,1076,44330,2.4%
富山,905,36107,2.5%
石川,1845,51120,3.6%
福井,545,31810,1.7%
山梨,939,25903,3.6%
長野,2364,97594,2.4%
岐阜,4714,134077,3.5%
静岡,5126,187116,2.7%
愛知,25777,389359,6.6%
三重,2521,63656,4.0%
滋賀,2462,72807,3.4%
京都,9046,154708,5.8%
大阪,47069,783892,6.0%
兵庫,17922,246654,7.3%
奈良,3356,81493,4.1%
和歌山,1162,24457,4.8%
鳥取,210,40638,0.5%
島根,284,15625,1.8%
岡山,2479,66389,3.7%
広島,5022,151415,3.3%
山口,1380,58758,2.3%
徳島,450,26373,1.7%
香川,752,44331,1.7%
愛媛,1062,32499,3.3%
高知,884,7091,12.5%
福岡,18007,440851,4.1%
佐賀,1054,27986,3.8%
長崎,1610,67208,2.4%
熊本,3439,56763,6.1%
大分,1291,79486,1.6%
宮崎,1951,24715,7.9%
鹿児島,1761,67412,2.6%
沖縄,8178,144852,5.6%
長崎船,149,0,-
合計,429505,7714850,5.6%
