都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19066,379662,601,3,17814,675
青森,816,17347,27,1,769,20
岩手,554,26654,14,0,510,30
宮城,3597,68100,92,3,3480,25
秋田,269,7032,3,0,260,6
山形,543,17479,15,0,513,15
福島,1919,110131,102,10,1747,70
茨城,5740,24868,345,8,5289,106
栃木,4090,125003,145,4,3879,66
群馬,4491,91472,179,4,4228,84
埼玉,29250,547979,1555,37,27169,558
千葉,26263,404527,1841,24,23972,450
東京,111347,1529534,3342,68,106635,1370
神奈川,44768,587587,1038,24,43051,679
新潟,1076,44330,90,1,971,15
富山,905,36107,17,2,860,28
石川,1845,51120,149,7,1663,62
福井,545,31810,5,0,515,25
山梨,939,25903,10,1,914,16
長野,2364,97594,17,0,2338,41
岐阜,4714,134077,149,7,4456,109
静岡,5126,187116,209,0,4824,93
愛知,25777,389359,659,33,24601,517
三重,2521,63656,138,8,2408,53
滋賀,2462,72807,144,6,2272,46
京都,9046,154708,329,2,8578,154
大阪,47069,783892,1051,90,44490,1115
兵庫,17922,246654,453,42,16939,530
奈良,3356,81493,79,5,3232,45
和歌山,1162,24457,11,3,1109,18
鳥取,210,40638,3,0,202,2
島根,284,15625,6,0,278,0
岡山,2479,66389,53,2,2389,32
広島,5022,151415,41,5,4871,102
山口,1380,58758,55,0,1287,38
徳島,450,26373,27,2,407,16
香川,752,44331,29,1,705,18
愛媛,1062,32499,41,1,998,23
高知,884,7091,1,1,866,17
福岡,18007,440851,767,19,16954,286
佐賀,1054,27986,59,0,1007,8
長崎,1610,67208,35,1,1539,36
熊本,3439,56763,44,5,3328,72
大分,1291,79486,33,0,1237,21
宮崎,1951,24715,25,1,1896,21
鹿児島,1761,67412,35,2,1723,26
沖縄,8178,144852,262,1,7802,119
(その他),149,-,0,-,149,-
合計,429505,7714850,14325,434,407124,7858
