都道府県名,陽性者数 検査人数,,%
北海道,2986,80053,3.7%
青森,222,4814,4.6%
,27,5309,0.5%
宮城,689,13900,5.0%
秋田,61,2487,2.5%
山形,86,6112,1.4%
福島,387,28967,1.3%
茨城,764,13826,5.5%
栃木,487,41890,1.2%
群馬,894,29150,3.1%
埼玉,5826,184831,3.2%
千葉,4997,125480,4.0%
東京,30881,595581,5.2%
神奈川,8646,199811,4.3%
新潟,183,17727,1.0%
富山,423,14487,2.9%
石川,806,17083,4.7%
福井,256,11058,2.3%
山梨,212,11693,1.8%
長野,339,23025,1.5%
岐阜,681,26803,2.5%
静岡,636,42455,1.5%
,6079,97852,6.2%
三重,563,15683,3.6%
滋賀,547,14156,3.9%
京都,2014,52347,3.8%
大阪,12610,234636,5.4%
,3202,68117,4.7%
奈良,639,24620,2.6%
和歌山,274,10406,2.6%
鳥取,38,5770,0.7%
島根,141,6245,2.3%
岡山,273,11198,2.4%
広島,659,27466,2.4%
山口,213,11913,1.8%
徳島,164,7462,2.2%
香川,101,13467,0.7%
愛媛,116,4371,2.7%
高知,144,3640,4.0%
,5217,163838,3.2%
佐賀,254,7074,3.6%
長崎,244,22311,1.1%
熊本,786,19224,4.1%
大分,159,20779,0.8%
宮崎,367,8791,4.2%
鹿児島,468,22179,2.1%
沖縄,3304,57775,5.7%
長崎船,149,0,-
合計,99214,2427862,4.1%
