都道府県名,陽性者数 検査人数,,%
北海道,9075,154998,5.9%
青森,307,6889,4.5%
岩手,208,9681,2.1%
宮城,1221,19125,6.4%
秋田,90,3676,2.4%
山形,141,7663,1.8%
福島,506,40549,1.2%
茨城,1655,17086,9.7%
栃木,688,55743,1.2%
群馬,1283,36339,3.5%
埼玉,8680,240236,3.6%
千葉,7158,167709,4.3%
東京,41811,776098,5.4%
神奈川,12929,260211,5.0%
新潟,340,22619,1.5%
富山,460,17465,2.6%
石川,861,22622,3.8%
福井,319,15274,2.1%
山梨,353,13599,2.6%
⾧野,748,32320,2.3%
岐阜,1119,41349,2.7%
静岡,1722,59560,2.9%
愛知,10309,143080,7.2%
三重,880,19848,4.4%
滋賀,796,28288,2.8%
京都,2693,67261,4.0%
大阪,21018,334185,6.3%
兵庫,5749,98300,5.8%
奈良,1190,33927,3.5%
和歌山,471,13692,3.4%
鳥取,60,17317,0.3%
島根,148,6772,2.2%
岡山,619,19205,3.2%
広島,872,35884,2.4%
山口,398,19028,2.1%
徳島,181,7839,2.3%
香川,148,17450,0.8%
愛媛,327,7273,4.5%
高知,165,3806,4.3%
福岡,5901,204387,2.9%
佐賀,325,9931,3.3%
⾧崎,273,27465,1.0%
熊本,1045,24408,4.3%
大分,324,28476,1.1%
宮崎,521,9975,5.2%
鹿児島,629,27755,2.3%
沖縄,4398,74039,5.9%
⾧崎船,149,0,-
合計,151263,3300402,4.6%
