都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,9075,154998,2279,28,6588,208
青森,307,6889,33,2,268,6
岩手,208,9681,80,2,124,4
宮城,1221,19125,136,5,1075,10
秋田,90,3676,10,0,79,1
山形,141,7663,31,1,109,1
福島,506,40549,48,5,450,8
茨城,1655,17086,365,13,1267,23
栃木,688,55743,138,7,550,2
群馬,1283,36339,199,1,1018,22
埼玉,8680,240236,1282,31,7252,146
千葉,7158,167709,839,10,6229,90
東京,41811,776098,3964,59,37348,499
神奈川,12929,260211,1327,61,11404,198
新潟,340,22619,93,0,247,0
富山,460,17465,18,0,416,26
石川,861,22622,24,0,787,50
福井,319,15274,21,0,287,11
山梨,353,13599,44,2,300,9
⾧野,748,32320,97,0,631,6
岐阜,1119,41349,204,1,901,14
静岡,1722,59560,551,9,1159,12
愛知,10309,143080,1731,30,8457,121
三重,880,19848,182,5,690,8
滋賀,796,28288,67,1,719,10
京都,2693,67261,229,5,2425,39
大阪,21018,334185,4421,131,16245,333
兵庫,5749,98300,704,34,4961,84
奈良,1190,33927,204,6,973,13
和歌山,471,13692,72,7,382,6
鳥取,60,17317,7,0,52,0
島根,148,6772,5,1,143,0
岡山,619,19205,156,3,363,11
広島,872,35884,111,6,749,6
山口,398,19028,66,3,326,2
徳島,181,7839,6,1,166,9
香川,148,17450,22,0,124,2
愛媛,327,7273,141,6,180,6
高知,165,3806,14,0,143,4
福岡,5901,204387,347,6,5446,108
佐賀,325,9931,34,0,292,2
⾧崎,273,27465,17,0,253,3
熊本,1045,24408,67,8,940,13
大分,324,28476,104,1,217,3
宮崎,521,9975,97,2,424,1
鹿児島,629,27755,36,1,593,13
沖縄,4398,74039,421,3,3913,69
(その他),149,-,0,-,149,-
合計,151263,3300402,21044,497,127814,2212
