都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1399,27517,82,4,1214,103
青 森,31,1410,1,0,29,1
岩手,0,1438,0,0,0,0
宮城,149,5668,10,0,138,1
秋  田,18,1115,1,0,16,0
山形,75,2875,1,0,74,1
福島,87,9499,4,0,83,0
茨城,266,6889,45,1,211,10
栃木,169,12860,47,0,119,0
群馬,183,7869,24,2,140,19
埼玉,2199,63477,489,4,1637,73
千葉,1571,26976,316,4,1207,48
東京,11861,176038,2423,22,9109,329
神奈川,2356,17592,293,10,1965,98
新潟,99,6188,10,0,88,0
富山,236,5165,5,0,209,22
石川,316,3225,16,3,273,27
福井,135,4729,10,0,117,8
山梨,90,7130,11,0,78,1
長野,102,6593,20,0,82,-
岐阜,295,9692,112,0,176,7
静岡,234,12049,126,0,107,1
愛知,1282,21258,712,2,529,35
三重,77,3977,23,0,52,1
滋賀,163,4162,53,2,109,1
京都,708,16927,210,2,478,20
大阪,3651,68263,1082,16,2477,89
兵庫,1059,24520,203,8,811,45
奈良,221,8733,66,1,153,2
和歌山,140,5954,45,2,90,3
鳥取,10,2538,6,0,4,0
島根,29,2782,4,0,25,0
岡山,71,2765,28,-,39,-
広島,286,11265,67,0,215,3
山口,53,3779,14,0,39,0
徳島,18,1621,6,0,8,1
香川,46,4579,7,0,39,0
愛媛,89,2930,5,0,79,5
高知,80,2228,4,0,73,3
福岡,1535,22681,510,5,992,33
佐賀,72,2252,23,0,49,0
長崎,61,6270,32,-,27,2
熊本,157,5250,106,0,48,3
大分,62,6408,2,0,59,1
宮崎,106,3246,86,0,20,0
鹿児島,232,10026,85,0,147,0
沖縄,231,7034,83,2,145,7
(その他),149,-,0,-,149,-
合計,32459,667442,7508,90,23928,1003
