都道府県名,陽性者数 検査人数,,%
北海道,23160,509854,4.5%
青森,1462,31260,4.7%
岩手,838,54323,1.5%
宮城,7867,115217,6.8%
秋田,413,9637,4.3%
山形,1423,44988,3.2%
福島,3181,179405,1.8%
茨城,7811,28924,27.0%
栃木,5199,194732,2.7%
群馬,5686,131991,4.3%
埼玉,36673,732366,5.0%
千葉,32357,533397,6.1%
東京,134538,1962066,6.9%
神奈川,52190,779963,6.7%
新潟,2145,101809,2.1%
富山,1244,48632,2.6%
石川,2346,68927,3.4%
福井,843,45182,1.9%
山梨,1113,35312,3.2%
長野,3715,141593,2.6%
岐阜,5593,181746,3.1%
静岡,6284,280654,2.2%
愛知,31394,530413,5.9%
三重,3490,91905,3.8%
滋賀,3499,100656,3.5%
京都,11427,203699,5.6%
大阪,74509,1332372,5.6%
兵庫,28131,359038,7.8%
奈良,5678,118912,4.8%
和歌山,2010,30171,6.7%
鳥取,352,59150,0.6%
島根,329,19437,1.7%
岡山,3536,95544,3.7%
広島,5620,232883,2.4%
山口,1697,77872,2.2%
徳島,1115,40789,2.7%
香川,1146,59782,1.9%
愛媛,2164,57490,3.8%
高知,982,7705,12.7%
福岡,21260,577100,3.7%
佐賀,1452,36180,4.0%
長崎,1923,88894,2.2%
熊本,3767,62103,6.1%
大分,1578,106061,1.5%
宮崎,2124,28570,7.4%
鹿児島,2010,79790,2.5%
沖縄,12069,185656,6.5%
長崎船,149,0,-
合計,559492,10794150,5.2%
