都道府県名,陽性者数 検査人数,,%
北海道,16578,296993,5.6%
青森,677,12455,5.4%
岩手,487,18808,2.6%
宮城,3221,45534,7.1%
秋田,242,6089,4.0%
山形,457,13066,3.5%
福島,1584,76841,2.1%
茨城,4319,21908,19.7%
栃木,3527,98784,3.6%
群馬,3581,69533,5.2%
埼玉,23060,418597,5.5%
千葉,19918,302123,6.6%
東京,92904,1232156,7.5%
神奈川,37474,455639,8.2%
新潟,838,35121,2.4%
富山,839,28649,2.9%
石川,1416,38179,3.7%
福井,476,25002,1.9%
山梨,874,14741,5.9%
⾧野,2155,69826,3.1%
岐阜,3907,96096,4.1%
静岡,4181,128855,3.2%
愛知,22427,281822,8.0%
三重,1976,42391,4.7%
滋賀,1936,51471,3.8%
京都,7393,118410,6.2%
大阪,41033,603837,6.8%
兵庫,14985,185552,8.1%
奈良,2833,63299,4.5%
和歌山,975,20208,4.8%
鳥取,189,31811,0.6%
島根,242,11764,2.1%
岡山,2219,47392,4.7%
広島,4578,107047,4.3%
山口,1077,40022,2.7%
徳島,359,19831,1.8%
香川,586,34634,1.7%
愛媛,931,22607,4.1%
高知,818,6693,12.2%
福岡,14621,343861,4.3%
佐賀,886,21777,4.1%
⾧崎,1359,52644,2.6%
熊本,3076,48014,6.4%
大分,1032,58344,1.8%
宮崎,1696,20872,8.1%
鹿児島,1497,52400,2.9%
沖縄,6939,115893,6.0%
⾧崎船,149,0,-
合計,358527,5907591,6.1%
