都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,16578,296993,1514,16,14511,565
青森,677,12455,69,4,599,9
岩手,487,18808,52,1,410,25
宮城,3221,45534,533,10,2666,22
秋田,242,6089,63,1,178,1
山形,457,13066,32,1,412,13
福島,1584,76841,295,11,1254,35
茨城,4319,21908,883,12,3385,51
栃木,3527,98784,971,20,2556,35
群馬,3581,69533,495,11,3021,65
埼玉,23060,418597,5273,91,17483,304
千葉,19918,302123,6433,47,13277,208
東京,92904,1232156,18235,156,73890,779
神奈川,37474,455639,4978,116,32106,390
新潟,838,35121,146,1,692,7
富山,839,28649,89,3,723,27
石川,1416,38179,215,7,1188,56
福井,476,25002,76,4,387,13
山梨,874,14741,109,4,753,12
⾧野,2155,69826,311,1,1834,28
岐阜,3907,96096,598,14,3246,63
静岡,4181,128855,810,11,3302,69
愛知,22427,281822,3299,58,18774,354
三重,1976,42391,390,4,1558,28
滋賀,1936,51471,396,11,1514,26
京都,7393,118410,1511,21,5850,93
大阪,41033,603837,6137,174,34070,826
兵庫,14985,185552,2108,58,12534,343
奈良,2833,63299,399,11,2400,34
和歌山,975,20208,145,15,804,12
鳥取,189,31811,35,1,149,2
島根,242,11764,12,0,230,0
岡山,2219,47392,387,21,1750,17
広島,4578,107047,406,13,4009,81
山口,1077,40022,351,2,718,8
徳島,359,19831,114,0,233,12
香川,586,34634,177,1,397,12
愛媛,931,22607,204,3,710,17
高知,818,6693,61,4,744,13
福岡,14621,343861,3793,28,10666,162
佐賀,886,21777,214,2,684,4
⾧崎,1359,52644,381,2,981,18
熊本,3076,48014,273,16,2243,45
大分,1032,58344,165,3,853,14
宮崎,1696,20872,350,8,1339,15
鹿児島,1497,52400,225,2,1272,15
沖縄,6939,115893,822,7,6032,90
(その他),149,-,0,-,149,-
合計,358527,5907591,64535,1007,288536,5018
