都道府県名,陽性者数 検査人数,,%
北海道,22076,482910,4.6%
青森,1260,28908,4.4%
岩手,771,51363,1.5%
宮城,7419,108044,6.9%
秋田,349,8791,4.0%
山形,1288,41178,3.1%
福島,2880,167430,1.7%
茨城,7270,28232,25.8%
栃木,5007,187259,2.7%
群馬,5396,125607,4.3%
埼玉,34916,697963,5.0%
千葉,31152,511900,6.1%
東京,128114,1881027,6.8%
神奈川,50203,747430,6.7%
新潟,1842,93873,2.0%
富山,1080,45610,2.4%
石川,2113,65020,3.2%
福井,684,40715,1.7%
山梨,1050,33554,3.1%
長野,3351,131957,2.5%
岐阜,5239,171949,3.0%
静岡,6027,268724,2.2%
愛知,29316,504532,5.8%
三重,3089,82920,3.7%
滋賀,3096,95183,3.3%
京都,10509,191174,5.5%
大阪,64382,1199005,5.4%
兵庫,23793,331053,7.2%
奈良,4815,109050,4.4%
和歌山,1666,29514,5.6%
鳥取,320,54749,0.6%
島根,295,18895,1.6%
岡山,3069,84188,3.6%
広島,5330,195831,2.7%
山口,1485,74020,2.0%
徳島,791,36251,2.2%
香川,1028,56401,1.8%
愛媛,1819,46605,3.9%
高知,951,7552,12.6%
福岡,19748,543312,3.6%
佐賀,1302,34288,3.8%
長崎,1702,83675,2.0%
熊本,3579,59003,6.1%
大分,1361,99742,1.4%
宮崎,2025,27215,7.4%
鹿児島,1943,77280,2.5%
沖縄,11137,176389,6.3%
長崎船,149,0,-
合計,518187,10137271,5.1%
