都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,22076,482910,845,22,20409,790
青森,1260,28908,164,0,1076,20
岩手,771,51363,66,0,674,31
宮城,7419,108044,1037,19,6314,44
秋田,349,8791,46,0,294,9
山形,1288,41178,252,3,1014,22
福島,2880,167430,285,12,2477,118
茨城,7270,28232,361,8,6780,129
栃木,5007,187259,213,3,4724,70
群馬,5396,125607,276,6,5018,102
埼玉,34916,697963,1586,32,32609,721
千葉,31152,511900,948,15,29606,598
東京,128114,1881027,4410,37,121876,1828
神奈川,50203,747430,1289,26,48114,800
新潟,1842,93873,283,1,1541,18
富山,1080,45610,113,3,938,29
石川,2113,65020,156,9,1889,66
福井,684,40715,72,2,583,29
山梨,1050,33554,55,1,976,19
長野,3351,131957,349,1,2970,49
岐阜,5239,171949,197,3,4913,129
静岡,6027,268724,234,4,5672,121
愛知,29316,504532,1676,7,27034,606
三重,3089,82920,263,7,2842,74
滋賀,3096,95183,260,4,2777,59
京都,10509,191174,721,11,9638,176
大阪,64382,1199005,10940,261,51638,1238
兵庫,23793,331053,3127,80,20049,617
奈良,4815,109050,755,10,4000,60
和歌山,1666,29514,267,39,1354,19
鳥取,320,54749,80,0,226,2
島根,295,18895,7,0,288,0
岡山,3069,84188,166,3,2603,35
広島,5330,195831,104,0,5110,107
山口,1485,74020,54,0,1388,43
徳島,791,36251,211,4,555,25
香川,1028,56401,126,2,886,19
愛媛,1819,46605,310,9,1484,25
高知,951,7552,15,1,917,19
福岡,19748,543312,648,10,18759,341
佐賀,1302,34288,68,0,1239,13
長崎,1702,83675,64,0,1599,39
熊本,3579,59003,52,3,3453,74
大分,1361,99742,38,1,1301,22
宮崎,2025,27215,62,0,1938,22
鹿児島,1943,77280,65,0,1865,28
沖縄,11137,176389,1227,11,9786,130
(その他),149,-,0,-,149,-
合計,518187,10137271,34543,670,473345,9535
