都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,28040,573238,3478,26,23346,913
青森,1873,36929,302,5,1544,27
岩手,1138,62455,190,3,910,38
宮城,8439,126945,396,12,7947,74
秋田,643,11879,156,0,478,9
山形,1638,50974,129,6,1472,37
福島,4061,202600,630,22,3302,129
茨城,8749,31120,490,15,8124,135
栃木,5682,224618,293,4,5315,74
群馬,6946,149359,738,17,6098,110
埼玉,40548,802472,2739,51,37054,755
千葉,34872,564741,1356,20,32868,648
東京,149061,2117329,7224,86,139906,1931
神奈川,56572,850769,2140,51,53590,842
新潟,2694,120637,381,3,2286,27
富山,1445,55006,148,6,1265,32
石川,3028,76186,583,17,2355,88
福井,963,53881,77,1,852,34
山梨,1347,36365,124,3,1206,19
長野,4192,157363,312,8,3863,72
岐阜,7040,205502,963,10,5935,142
静岡,7027,315045,533,6,6365,129
愛知,37707,600756,4585,54,32465,657
三重,4265,104528,528,12,3747,95
滋賀,4309,111487,647,10,3594,68
京都,13928,229606,1535,30,12249,194
大阪,92035,1573865,21812,389,67496,1835
兵庫,35929,411205,4595,101,30523,811
奈良,7137,136175,875,25,6170,92
和歌山,2414,36332,217,36,2125,34
鳥取,405,65771,40,1,357,2
島根,394,21314,35,1,359,0
岡山,5443,108427,863,20,3492,49
広島,7303,307758,762,13,5995,111
山口,2231,82172,428,6,1754,49
徳島,1526,48606,210,7,1264,52
香川,1685,67225,410,4,1258,23
愛媛,2567,69986,248,8,2256,63
高知,1132,8604,54,3,1058,20
福岡,28243,655689,4534,61,22647,374
佐賀,2091,43346,364,3,1650,15
長崎,2603,99416,523,13,2037,46
熊本,4914,69306,691,18,4140,83
大分,2590,123713,682,3,1878,30
宮崎,2697,35075,457,5,2207,25
鹿児島,2710,89488,436,4,2213,28
沖縄,13372,199885,1191,15,12047,140
(その他),149,-,0,-,149,-
合計,655777,12125148,70104,1214,571211,11161
