都道府県名,陽性者数 検査人数,,%
北海道,2612,72274,3.6%
青森,148,3511,4.2%
,26,5037,0.5%
宮城,544,12635,4.3%
秋田,61,2414,2.5%
山形,82,5700,1.4%
福島,378,26480,1.4%
茨城,735,13508,5.4%
栃木,473,34937,1.4%
群馬,820,27239,3.0%
埼玉,5521,172103,3.2%
千葉,4680,117935,4.0%
東京,29520,559296,5.3%
神奈川,8155,185105,4.4%
新潟,180,17179,1.0%
富山,422,14206,3.0%
石川,796,15845,5.0%
福井,256,10735,2.4%
山梨,202,11338,1.8%
長野,329,21738,1.5%
岐阜,660,25543,2.6%
静岡,585,40487,1.4%
,5749,91971,6.3%
三重,551,15019,3.7%
滋賀,533,13541,3.9%
京都,1945,50131,3.9%
大阪,11780,219789,5.4%
,3040,64967,4.7%
奈良,621,23684,2.6%
和歌山,266,10071,2.6%
鳥取,35,5569,0.6%
島根,140,6075,2.3%
岡山,188,8654,2.2%
広島,651,26448,2.5%
山口,211,11288,1.9%
徳島,164,7324,2.2%
香川,100,12840,0.8%
愛媛,116,4284,2.7%
高知,140,3594,3.9%
,5160,155416,3.3%
佐賀,253,6820,3.7%
長崎,242,21285,1.1%
熊本,759,18753,4.0%
大分,159,19788,0.8%
宮崎,366,8736,4.2%
鹿児島,463,21644,2.1%
沖縄,3048,49742,6.1%
長崎船,149,0,-
合計,94014,2272678,4.1%
