都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1446,29610,96,3,1247,103
青 森,32,1445,1,0,30,1
岩手,4,1567,3,0,0,0
宮城,165,6042,21,0,143,1
秋  田,18,1146,2,0,16,0
山形,76,2918,1,0,75,1
福島,89,10027,4,0,85,0
茨城,322,7081,79,0,233,10
栃木,195,13811,47,0,142,0
群馬,192,8361,30,1,143,19
埼玉,2461,66715,546,2,1841,74
千葉,1780,29050,453,7,1278,49
東京,13455,191114,3332,15,9791,332
神奈川,2615,18126,337,10,2179,99
新潟,116,6619,26,0,89,0
富山,244,5323,12,0,210,22
石川,323,3283,17,3,279,27
福井,140,4976,14,0,118,8
山梨,94,7260,14,0,79,1
長野,117,7631,34,0,83,-
岐阜,351,10835,136,0,208,7
静岡,269,13280,140,1,128,1
愛知,1977,22910,943,4,603,35
三重,112,4424,55,0,55,1
滋賀,184,4495,50,2,133,1
京都,758,17749,210,2,528,20
大阪,4446,76516,1442,23,2911,90
兵庫,1252,27277,266,5,941,45
奈良,264,8733,81,0,181,2
和歌山,167,6359,50,2,112,3
鳥取,18,3054,13,0,5,0
島根,29,2955,4,0,27,0
岡山,88,3093,36,-,50,-
広島,347,11610,113,0,230,3
山口,58,4073,15,0,43,0
徳島,28,1968,13,0,8,1
香川,46,4782,4,0,42,0
愛媛,95,3050,8,0,82,5
高知,81,2292,5,0,73,3
福岡,2047,25500,878,3,1135,34
佐賀,95,2555,47,0,59,0
長崎,112,7268,78,-,32,2
熊本,217,6008,162,1,52,3
大分,68,6956,8,0,59,1
宮崎,157,4920,132,0,25,0
鹿児島,256,10949,98,0,154,0
沖縄,517,8972,366,3,148,7
(その他),149,-,0,-,149,-
合計,38072,724688,10422,87,26234,1011
