都道府県名,陽性者数 検査人数,,%
北海道,1154,17153,6.7%
青森,27,910,3.0%
岩手,0,776,0.0%
宮城,88,3253,2.7%
秋田,16,962,1.7%
山形,69,2475,2.8%
福島,81,5554,1.5%
茨城,168,5005,3.4%
栃木,66,5463,1.2%
群馬,151,4336,3.5%
埼玉,1019,26614,3.8%
千葉,919,16310,5.6%
東京,5497,16351,33.6%
神奈川,1402,11129,12.6%
新潟,83,4553,1.8%
富山,227,3642,6.2%
石川,299,2830,10.6%
福井,122,3018,4.0%
山梨,69,4728,1.5%
長野,76,2995,2.5%
岐阜,153,4229,3.6%
静岡,77,3666,2.1%
愛知,513,11171,4.6%
三重,45,2632,1.7%
滋賀,100,2077,4.8%
京都,360,8953,4.0%
大阪,1786,35176,5.1%
兵庫,699,11882,5.9%
奈良,92,3240,2.8%
和歌山,63,3840,1.6%
鳥取,3,1422,0.2%
島根,24,1199,2.0%
岡山,25,1817,1.4%
広島,168,7393,2.3%
山口,37,1921,1.9%
徳島,5,812,0.6%
香川,28,2375,1.2%
愛媛,82,2510,3.3%
高知,74,1884,3.9%
福岡,821,14831,5.5%
佐賀,47,1540,3.1%
長崎,17,3019,0.6%
熊本,48,4092,1.2%
大分,60,4400,1.4%
宮崎,17,1470,1.2%
鹿児島,11,2163,0.5%
沖縄,142,2949,4.8%
長崎船,149,-,-
合計,17179,280720,6.1%
