都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1797,44770,127,2,1567,103
青 森,35,2063,2,0,32,1
岩手,22,3163,10,0,9,0
宮城,210,7959,18,0,190,2
秋  田,49,1797,4,0,45,0
山形,78,3115,2,1,76,1
福島,168,15127,57,1,111,0
茨城,555,10918,60,3,481,14
栃木,307,22687,25,3,287,1
群馬,451,14847,78,0,348,19
埼玉,4013,111359,542,11,3381,90
千葉,3092,56986,344,10,2685,63
東京,21128,333714,2525,29,18239,364
神奈川,5096,118302,568,22,4404,124
新潟,145,12820,9,0,136,0
富山,396,9723,73,0,306,25
石川,666,8652,130,2,502,34
福井,236,8268,69,3,156,8
山梨,173,9616,12,1,157,4
長野,268,14878,76,0,196,1
岐阜,562,18372,25,3,527,10
静岡,484,26222,41,1,442,1
愛知,4559,55193,684,16,3807,68
三重,380,9957,58,3,320,2
滋賀,454,9392,78,5,370,6
京都,1474,32102,164,1,1287,23
大阪,8752,138267,985,53,7603,157
兵庫,2297,45186,158,13,2086,53
奈良,524,12990,39,4,478,7
和歌山,231,8665,3,0,221,4
鳥取,22,4566,0,0,22,0
島根,137,4911,2,0,135,0
岡山,145,5880,14,-,128,-
広島,459,17843,13,0,443,3
山口,175,6976,82,0,93,0
徳島,137,6023,61,2,67,4
香川,78,8291,7,0,70,1
愛媛,114,3828,1,0,107,6
高知,129,3115,21,1,105,3
福岡,4636,41214,831,14,3742,63
佐賀,239,5151,18,0,222,0
長崎,232,14973,22,1,186,3
熊本,528,11621,70,0,441,7
大分,150,12804,16,0,132,2
宮崎,338,8126,30,0,308,1
鹿児島,363,16024,52,1,299,11
沖縄,2152,25883,398,12,1729,29
(その他),149,-,0,-,149,-
合計,68785,1364339,8604,218,58827,1318
